PDBId,FileName,gz,cif,Comment
7ACA,7ACA.cif.gz,true,true,1A100RXray.txt
7ADR,7ADR.cif.gz,true,true,1A100RXray.txt
7AEY,7AEY.cif.gz,true,true,1A100RXray.txt
7AF2,7AF2.cif.gz,true,true,1A100RXray.txt
7AM9,7AM9.cif.gz,true,true,1A100RXray.txt
7AOT,7AOT.cif.gz,true,true,1A100RXray.txt
7APS,7APS.cif.gz,true,true,1A100RXray.txt
7APW,7APW.cif.gz,true,true,1A100RXray.txt
7ASQ,7ASQ.cif.gz,true,true,1A100RXray.txt
7ATV,7ATV.cif.gz,true,true,1A100RXray.txt
7AVE,7AVE.cif.gz,true,true,1A100RXray.txt
7AVF,7AVF.cif.gz,true,true,1A100RXray.txt
7AVG,7AVG.cif.gz,true,true,1A100RXray.txt
7AVK,7AVK.cif.gz,true,true,1A100RXray.txt
7B1S,7B1S.cif.gz,true,true,1A100RXray.txt
7BBX,7BBX.cif.gz,true,true,1A100RXray.txt
7BCU,7BCU.cif.gz,true,true,1A100RXray.txt
7BDR,7BDR.cif.gz,true,true,1A100RXray.txt
7BDS,7BDS.cif.gz,true,true,1A100RXray.txt
7BNH,7BNH.cif.gz,true,true,1A100RXray.txt
7CSN,7CSN.cif.gz,true,true,1A100RXray.txt
7D8D,7D8D.cif.gz,true,true,1A100RXray.txt
7DMM,7DMM.cif.gz,true,true,1A100RXray.txt
7FBF,7FBF.cif.gz,true,true,1A100RXray.txt
7FBM,7FBM.cif.gz,true,true,1A100RXray.txt
7FD7,7FD7.cif.gz,true,true,1A100RXray.txt
7FDT,7FDT.cif.gz,true,true,1A100RXray.txt
7FDU,7FDU.cif.gz,true,true,1A100RXray.txt
7FDX,7FDX.cif.gz,true,true,1A100RXray.txt
7FEU,7FEU.cif.gz,true,true,1A100RXray.txt
7FEZ,7FEZ.cif.gz,true,true,1A100RXray.txt
7FF6,7FF6.cif.gz,true,true,1A100RXray.txt
7FFK,7FFK.cif.gz,true,true,1A100RXray.txt
7FFX,7FFX.cif.gz,true,true,1A100RXray.txt
7FG1,7FG1.cif.gz,true,true,1A100RXray.txt
7FR3,7FR3.cif.gz,true,true,1A100RXray.txt
7FR4,7FR4.cif.gz,true,true,1A100RXray.txt
7FR5,7FR5.cif.gz,true,true,1A100RXray.txt
7FR6,7FR6.cif.gz,true,true,1A100RXray.txt
7FR7,7FR7.cif.gz,true,true,1A100RXray.txt
7FR8,7FR8.cif.gz,true,true,1A100RXray.txt
7FR9,7FR9.cif.gz,true,true,1A100RXray.txt
7FRA,7FRA.cif.gz,true,true,1A100RXray.txt
7FRB,7FRB.cif.gz,true,true,1A100RXray.txt
7FRC,7FRC.cif.gz,true,true,1A100RXray.txt
7FRD,7FRD.cif.gz,true,true,1A100RXray.txt
7FVY,7FVY.cif.gz,true,true,1A100RXray.txt
7FW9,7FW9.cif.gz,true,true,1A100RXray.txt
7FWK,7FWK.cif.gz,true,true,1A100RXray.txt
7FX1,7FX1.cif.gz,true,true,1A100RXray.txt
7FXF,7FXF.cif.gz,true,true,1A100RXray.txt
7FXR,7FXR.cif.gz,true,true,1A100RXray.txt
7FXV,7FXV.cif.gz,true,true,1A100RXray.txt
7FYG,7FYG.cif.gz,true,true,1A100RXray.txt
7FYV,7FYV.cif.gz,true,true,1A100RXray.txt
7FZ1,7FZ1.cif.gz,true,true,1A100RXray.txt
7FZ9,7FZ9.cif.gz,true,true,1A100RXray.txt
7FZO,7FZO.cif.gz,true,true,1A100RXray.txt
7G05,7G05.cif.gz,true,true,1A100RXray.txt
7G08,7G08.cif.gz,true,true,1A100RXray.txt
7G0Y,7G0Y.cif.gz,true,true,1A100RXray.txt
7G0Z,7G0Z.cif.gz,true,true,1A100RXray.txt
7G1F,7G1F.cif.gz,true,true,1A100RXray.txt
7G1L,7G1L.cif.gz,true,true,1A100RXray.txt
7G1R,7G1R.cif.gz,true,true,1A100RXray.txt
7G1Y,7G1Y.cif.gz,true,true,1A100RXray.txt
7K4T,7K4T.cif.gz,true,true,1A100RXray.txt
7K4Z,7K4Z.cif.gz,true,true,1A100RXray.txt
7K9C,7K9C.cif.gz,true,true,1A100RXray.txt
7KOM,7KOM.cif.gz,true,true,1A100RXray.txt
7KQO,7KQO.cif.gz,true,true,1A100RXray.txt
7KQP,7KQP.cif.gz,true,true,1A100RXray.txt
7KQW,7KQW.cif.gz,true,true,1A100RXray.txt
7KR0,7KR0.cif.gz,true,true,1A100RXray.txt
7L71,7L71.cif.gz,true,true,1A100RXray.txt
7LOG,7LOG.cif.gz,true,true,1A100RXray.txt
7LTD,7LTD.cif.gz,true,true,1A100RXray.txt
7LTI,7LTI.cif.gz,true,true,1A100RXray.txt
7LTV,7LTV.cif.gz,true,true,1A100RXray.txt
7MBO,7MBO.cif.gz,true,true,1A100RXray.txt
7OL5,7OL5.cif.gz,true,true,1A100RXray.txt
7OTU,7OTU.cif.gz,true,true,1A100RXray.txt
7OUZ,7OUZ.cif.gz,true,true,1A100RXray.txt
7OV0,7OV0.cif.gz,true,true,1A100RXray.txt
7OYM,7OYM.cif.gz,true,true,1A100RXray.txt
7OYN,7OYN.cif.gz,true,true,1A100RXray.txt
7P1Q,7P1Q.cif.gz,true,true,1A100RXray.txt
7P1U,7P1U.cif.gz,true,true,1A100RXray.txt
7P24,7P24.cif.gz,true,true,1A100RXray.txt
7P4R,7P4R.cif.gz,true,true,1A100RXray.txt
7P5R,7P5R.cif.gz,true,true,1A100RXray.txt
7P6M,7P6M.cif.gz,true,true,1A100RXray.txt
7PGX,7PGX.cif.gz,true,true,1A100RXray.txt
7PGZ,7PGZ.cif.gz,true,true,1A100RXray.txt
7PH0,7PH0.cif.gz,true,true,1A100RXray.txt
7PMT,7PMT.cif.gz,true,true,1A100RXray.txt
7PSY,7PSY.cif.gz,true,true,1A100RXray.txt
7Q0O,7Q0O.cif.gz,true,true,1A100RXray.txt
7Q0Z,7Q0Z.cif.gz,true,true,1A100RXray.txt
7QQ5,7QQ5.cif.gz,true,true,1A100RXray.txt
7QQC,7QQC.cif.gz,true,true,1A100RXray.txt
7QYO,7QYO.cif.gz,true,true,1A100RXray.txt
7R25,7R25.cif.gz,true,true,1A100RXray.txt
7R2H,7R2H.cif.gz,true,true,1A100RXray.txt
7RWG,7RWG.cif.gz,true,true,1A100RXray.txt
7SJJ,7SJJ.cif.gz,true,true,1A100RXray.txt
7SNE,7SNE.cif.gz,true,true,1A100RXray.txt
7SPX,7SPX.cif.gz,true,true,1A100RXray.txt
7T89,7T89.cif.gz,true,true,1A100RXray.txt
7TB7,7TB7.cif.gz,true,true,1A100RXray.txt
7TH6,7TH6.cif.gz,true,true,1A100RXray.txt
7TVL,7TVL.cif.gz,true,true,1A100RXray.txt
7TWJ,7TWJ.cif.gz,true,true,1A100RXray.txt
7TWN,7TWN.cif.gz,true,true,1A100RXray.txt
7TWO,7TWO.cif.gz,true,true,1A100RXray.txt
7TWP,7TWP.cif.gz,true,true,1A100RXray.txt
7TWQ,7TWQ.cif.gz,true,true,1A100RXray.txt
7TWR,7TWR.cif.gz,true,true,1A100RXray.txt
7TWS,7TWS.cif.gz,true,true,1A100RXray.txt
7TWT,7TWT.cif.gz,true,true,1A100RXray.txt
7TWV,7TWV.cif.gz,true,true,1A100RXray.txt
7TWW,7TWW.cif.gz,true,true,1A100RXray.txt
7TWX,7TWX.cif.gz,true,true,1A100RXray.txt
7TWY,7TWY.cif.gz,true,true,1A100RXray.txt
7TX0,7TX0.cif.gz,true,true,1A100RXray.txt
7TX1,7TX1.cif.gz,true,true,1A100RXray.txt
7UOX,7UOX.cif.gz,true,true,1A100RXray.txt
7UYD,7UYD.cif.gz,true,true,1A100RXray.txt
7V2G,7V2G.cif.gz,true,true,1A100RXray.txt
7V5U,7V5U.cif.gz,true,true,1A100RXray.txt
7VB1,7VB1.cif.gz,true,true,1A100RXray.txt
7VDN,7VDN.cif.gz,true,true,1A100RXray.txt
7WCI,7WCI.cif.gz,true,true,1A100RXray.txt
7WD6,7WD6.cif.gz,true,true,1A100RXray.txt
7WDJ,7WDJ.cif.gz,true,true,1A100RXray.txt
7WE5,7WE5.cif.gz,true,true,1A100RXray.txt
7WF0,7WF0.cif.gz,true,true,1A100RXray.txt
7WJ1,7WJ1.cif.gz,true,true,1A100RXray.txt
7WKB,7WKB.cif.gz,true,true,1A100RXray.txt
7WKG,7WKG.cif.gz,true,true,1A100RXray.txt
7WOM,7WOM.cif.gz,true,true,1A100RXray.txt
7WPG,7WPG.cif.gz,true,true,1A100RXray.txt
7WPU,7WPU.cif.gz,true,true,1A100RXray.txt
7WPW,7WPW.cif.gz,true,true,1A100RXray.txt
7WQ7,7WQ7.cif.gz,true,true,1A100RXray.txt
7X48,7X48.cif.gz,true,true,1A100RXray.txt
7X4J,7X4J.cif.gz,true,true,1A100RXray.txt
7X50,7X50.cif.gz,true,true,1A100RXray.txt
7XBC,7XBC.cif.gz,true,true,1A100RXray.txt
7XFA,7XFA.cif.gz,true,true,1A100RXray.txt
7XHM,7XHM.cif.gz,true,true,1A100RXray.txt
7XHU,7XHU.cif.gz,true,true,1A100RXray.txt
7YRK,7YRK.cif.gz,true,true,1A100RXray.txt
7Z8O,7Z8O.cif.gz,true,true,1A100RXray.txt
7Z9W,7Z9W.cif.gz,true,true,1A100RXray.txt
7ZAJ,7ZAJ.cif.gz,true,true,1A100RXray.txt
8A3H,8A3H.cif.gz,true,true,1A100RXray.txt
8A4N,8A4N.cif.gz,true,true,1A100RXray.txt
8A55,8A55.cif.gz,true,true,1A100RXray.txt
8AE9,8AE9.cif.gz,true,true,1A100RXray.txt
8AQG,8AQG.cif.gz,true,true,1A100RXray.txt
8AQP,8AQP.cif.gz,true,true,1A100RXray.txt
8AUU,8AUU.cif.gz,true,true,1A100RXray.txt
8AVU,8AVU.cif.gz,true,true,1A100RXray.txt
8AXJ,8AXJ.cif.gz,true,true,1A100RXray.txt
8AZC,8AZC.cif.gz,true,true,1A100RXray.txt
8B34,8B34.cif.gz,true,true,1A100RXray.txt
8B3R,8B3R.cif.gz,true,true,1A100RXray.txt
8B5M,8B5M.cif.gz,true,true,1A100RXray.txt
8B66,8B66.cif.gz,true,true,1A100RXray.txt
8C10,8C10.cif.gz,true,true,1A100RXray.txt
8C3X,8C3X.cif.gz,true,true,1A100RXray.txt
8C5N,8C5N.cif.gz,true,true,1A100RXray.txt
8CHN,8CHN.cif.gz,true,true,1A100RXray.txt
8CHP,8CHP.cif.gz,true,true,1A100RXray.txt
8CR4,8CR4.cif.gz,true,true,1A100RXray.txt
8DA5,8DA5.cif.gz,true,true,1A100RXray.txt
8E77,8E77.cif.gz,true,true,1A100RXray.txt
8ERE,8ERE.cif.gz,true,true,1A100RXray.txt
8G22,8G22.cif.gz,true,true,1A100RXray.txt
8GEW,8GEW.cif.gz,true,true,1A100RXray.txt
8JFS,8JFS.cif.gz,true,true,1A100RXray.txt
8TSX,8TSX.cif.gz,true,true,1A100RXray.txt
8WDG,8WDG.cif.gz,true,true,1A100RXray.txt
