PDBId,FileName
6gsb,6gsb.cif.gz
3vvy,3vvy.cif.gz
2e4r,2e4r.cif.gz
2o8n,2o8n.cif.gz
3h6n,3h6n.cif.gz
1v5y,1v5y.cif.gz
1xxs,1xxs.cif.gz
4l6q,4l6q.cif.gz
1nt3,1nt3.cif.gz
3sno,3sno.cif.gz
1ych,1ych.cif.gz
4eq1,4eq1.cif.gz
1jwn,1jwn.cif.gz
2zgl,2zgl.cif.gz
4igm,4igm.cif.gz
4yea,4yea.cif.gz
3py2,3py2.cif.gz
4rfq,4rfq.cif.gz
3tz0,3tz0.cif.gz
5k1g,5k1g.cif.gz
1jxn,1jxn.cif.gz
3u7s,3u7s.cif.gz
1yfw,1yfw.cif.gz
4p4t,4p4t.cif.gz
5xb5,5xb5.cif.gz
3iir,3iir.cif.gz
2ak7,2ak7.cif.gz
2x2b,2x2b.cif.gz
3fas,3fas.cif.gz
3b47,3b47.cif.gz
4f8q,4f8q.cif.gz
1l5n,1l5n.cif.gz
1m7y,1m7y.cif.gz
3cne,3cne.cif.gz
4cgh,4cgh.cif.gz
2xmu,2xmu.cif.gz
4jh6,4jh6.cif.gz
6f43,6f43.cif.gz
2aqt,2aqt.cif.gz
1ork,1ork.cif.gz
3qop,3qop.cif.gz
4c6f,4c6f.cif.gz
3iq3,3iq3.cif.gz
2qfk,2qfk.cif.gz
4qec,4qec.cif.gz
2h8z,2h8z.cif.gz
2aqq,2aqq.cif.gz
3flk,3flk.cif.gz
2yy8,2yy8.cif.gz
1r65,1r65.cif.gz
5uvm,5uvm.cif.gz
6fe0,6fe0.cif.gz
3iwx,3iwx.cif.gz
4xa8,4xa8.cif.gz
3b4y,3b4y.cif.gz
5e0o,5e0o.cif.gz
3zdu,3zdu.cif.gz
4yrg,4yrg.cif.gz
5jod,5jod.cif.gz
5js5,5js5.cif.gz
2c7z,2c7z.cif.gz
5w7p,5w7p.cif.gz
3bgx,3bgx.cif.gz
1nf9,1nf9.cif.gz
4yoj,4yoj.cif.gz
3g1m,3g1m.cif.gz
4boq,4boq.cif.gz
6cqb,6cqb.cif.gz
3ain,3ain.cif.gz
1ukk,1ukk.cif.gz
4weq,4weq.cif.gz
3ifu,3ifu.cif.gz
2c1v,2c1v.cif.gz
3zyd,3zyd.cif.gz
2gvi,2gvi.cif.gz
4l69,4l69.cif.gz
5wmk,5wmk.cif.gz
2ieo,2ieo.cif.gz
1v4e,1v4e.cif.gz
1pkp,1pkp.cif.gz
3loc,3loc.cif.gz
5y0q,5y0q.cif.gz
2gsd,2gsd.cif.gz
2aat,2aat.cif.gz
3cew,3cew.cif.gz
2on3,2on3.cif.gz
2oyn,2oyn.cif.gz
4kqg,4kqg.cif.gz
4kxh,4kxh.cif.gz
2a5x,2a5x.cif.gz
2nto,2nto.cif.gz
3o47,3o47.cif.gz
1msb,1msb.cif.gz
4gqm,4gqm.cif.gz
2yxt,2yxt.cif.gz
3hu5,3hu5.cif.gz
1lzo,1lzo.cif.gz
6dh6,6dh6.cif.gz
1l4l,1l4l.cif.gz
2vmn,2vmn.cif.gz
3cos,3cos.cif.gz
5u1z,5u1z.cif.gz
6dnt,6dnt.cif.gz
3odt,3odt.cif.gz
1yxo,1yxo.cif.gz
3k5s,3k5s.cif.gz
2r53,2r53.cif.gz
4fxr,4fxr.cif.gz
3i6x,3i6x.cif.gz
3kcx,3kcx.cif.gz
3bri,3bri.cif.gz
5fub,5fub.cif.gz
4htl,4htl.cif.gz
2yl1,2yl1.cif.gz
2qlz,2qlz.cif.gz
5j8g,5j8g.cif.gz
2pwc,2pwc.cif.gz
1n3q,1n3q.cif.gz
4cs2,4cs2.cif.gz
4fgk,4fgk.cif.gz
3oy8,3oy8.cif.gz
4bol,4bol.cif.gz
5jc1,5jc1.cif.gz
4u66,4u66.cif.gz
4dfg,4dfg.cif.gz
3n9r,3n9r.cif.gz
2gpc,2gpc.cif.gz
4hx4,4hx4.cif.gz
1nah,1nah.cif.gz
4gp1,4gp1.cif.gz
3h22,3h22.cif.gz
2yyh,2yyh.cif.gz
4nkk,4nkk.cif.gz
5l0l,5l0l.cif.gz
2djl,2djl.cif.gz
4jf8,4jf8.cif.gz
3a18,3a18.cif.gz
4iy4,4iy4.cif.gz
3ixf,3ixf.cif.gz
4fol,4fol.cif.gz
2gel,2gel.cif.gz
4ap5,4ap5.cif.gz
1yoo,1yoo.cif.gz
3w85,3w85.cif.gz
1lbz,1lbz.cif.gz
3ent,3ent.cif.gz
5xb6,5xb6.cif.gz
6ekr,6ekr.cif.gz
4lw8,4lw8.cif.gz
1jld,1jld.cif.gz
1k1t,1k1t.cif.gz
2imf,2imf.cif.gz
1yw1,1yw1.cif.gz
2oas,2oas.cif.gz
1sz3,1sz3.cif.gz
6g23,6g23.cif.gz
2ns9,2ns9.cif.gz
4nz5,4nz5.cif.gz
5y9q,5y9q.cif.gz
2o38,2o38.cif.gz
5hwp,5hwp.cif.gz
1sxa,1sxa.cif.gz
4lw2,4lw2.cif.gz
5jsx,5jsx.cif.gz
5dd8,5dd8.cif.gz
6bvc,6bvc.cif.gz
5ie5,5ie5.cif.gz
2qs1,2qs1.cif.gz
3iiu,3iiu.cif.gz
4d5c,4d5c.cif.gz
3u55,3u55.cif.gz
4ft8,4ft8.cif.gz
5v7g,5v7g.cif.gz
4r16,4r16.cif.gz
2bdr,2bdr.cif.gz
4gb2,4gb2.cif.gz
2fnp,2fnp.cif.gz
2bjo,2bjo.cif.gz
5c6u,5c6u.cif.gz
4ict,4ict.cif.gz
4kbe,4kbe.cif.gz
4trb,4trb.cif.gz
5b7h,5b7h.cif.gz
5nmj,5nmj.cif.gz
3tyb,3tyb.cif.gz
3m5y,3m5y.cif.gz
5cf1,5cf1.cif.gz
4l9f,4l9f.cif.gz
1jyf,1jyf.cif.gz
2c08,2c08.cif.gz
3nj1,3nj1.cif.gz
5awi,5awi.cif.gz
4rqt,4rqt.cif.gz
5xe5,5xe5.cif.gz
2jfy,2jfy.cif.gz
4ewp,4ewp.cif.gz
5qja,5qja.cif.gz
6elb,6elb.cif.gz
3e6l,3e6l.cif.gz
1xq1,1xq1.cif.gz
4jks,4jks.cif.gz
2j6z,2j6z.cif.gz
2sak,2sak.cif.gz
2b3v,2b3v.cif.gz
6fcc,6fcc.cif.gz
5afv,5afv.cif.gz
1lbx,1lbx.cif.gz
4gci,4gci.cif.gz
3pl2,3pl2.cif.gz
1v8v,1v8v.cif.gz
3qwe,3qwe.cif.gz
3gw3,3gw3.cif.gz
5i11,5i11.cif.gz
4yog,4yog.cif.gz
1rft,1rft.cif.gz
3ps7,3ps7.cif.gz
6d47,6d47.cif.gz
1znp,1znp.cif.gz
2fit,2fit.cif.gz
3lix,3lix.cif.gz
1qpo,1qpo.cif.gz
6abm,6abm.cif.gz
4o90,4o90.cif.gz
3o9c,3o9c.cif.gz
2c9u,2c9u.cif.gz
5fmi,5fmi.cif.gz
4bp3,4bp3.cif.gz
4k07,4k07.cif.gz
3q64,3q64.cif.gz
5ydv,5ydv.cif.gz
5v6i,5v6i.cif.gz
5xpw,5xpw.cif.gz
3ge6,3ge6.cif.gz
5jyb,5jyb.cif.gz
3mqd,3mqd.cif.gz
4cvp,4cvp.cif.gz
5ea9,5ea9.cif.gz
4ig2,4ig2.cif.gz
4m8x,4m8x.cif.gz
5xsi,5xsi.cif.gz
3csi,3csi.cif.gz
4utm,4utm.cif.gz
2bow,2bow.cif.gz
6cfr,6cfr.cif.gz
3w08,3w08.cif.gz
3c26,3c26.cif.gz
4k8e,4k8e.cif.gz
2q91,2q91.cif.gz
4jej,4jej.cif.gz
1jut,1jut.cif.gz
3wc8,3wc8.cif.gz
3vad,3vad.cif.gz
5hn4,5hn4.cif.gz
2yhw,2yhw.cif.gz
6dj1,6dj1.cif.gz
3i67,3i67.cif.gz
3tb4,3tb4.cif.gz
5ezh,5ezh.cif.gz
4c6x,4c6x.cif.gz
4q77,4q77.cif.gz
3cly,3cly.cif.gz
3oom,3oom.cif.gz
3x0q,3x0q.cif.gz
5ida,5ida.cif.gz
2p19,2p19.cif.gz
1m7p,1m7p.cif.gz
6gir,6gir.cif.gz
5ynx,5ynx.cif.gz
3t1s,3t1s.cif.gz
5wan,5wan.cif.gz
3ij6,3ij6.cif.gz
2ek6,2ek6.cif.gz
4lyk,4lyk.cif.gz
5te9,5te9.cif.gz
1tis,1tis.cif.gz
2i5e,2i5e.cif.gz
3rw9,3rw9.cif.gz
4frl,4frl.cif.gz
4qog,4qog.cif.gz
3ows,3ows.cif.gz
4cf2,4cf2.cif.gz
2pk3,2pk3.cif.gz
4ib7,4ib7.cif.gz
3s1g,3s1g.cif.gz
1qc9,1qc9.cif.gz
5ffx,5ffx.cif.gz
4rmj,4rmj.cif.gz
4rtu,4rtu.cif.gz
3ehe,3ehe.cif.gz
1o9p,1o9p.cif.gz
1rfq,1rfq.cif.gz
3auf,3auf.cif.gz
4r14,4r14.cif.gz
1nja,1nja.cif.gz
5tgl,5tgl.cif.gz
3au9,3au9.cif.gz
2qfp,2qfp.cif.gz
1jr8,1jr8.cif.gz
1yqc,1yqc.cif.gz
1n18,1n18.cif.gz
5cpv,5cpv.cif.gz
2xdg,2xdg.cif.gz
1ucw,1ucw.cif.gz
5jqn,5jqn.cif.gz
4uux,4uux.cif.gz
4usm,4usm.cif.gz
5n0n,5n0n.cif.gz
6bus,6bus.cif.gz
5g6l,5g6l.cif.gz
2pmr,2pmr.cif.gz
2fqt,2fqt.cif.gz
1vga,1vga.cif.gz
3c6z,3c6z.cif.gz
3nau,3nau.cif.gz
5cxj,5cxj.cif.gz
2d3s,2d3s.cif.gz
4asl,4asl.cif.gz
2qd3,2qd3.cif.gz
2xd6,2xd6.cif.gz
6gks,6gks.cif.gz
3k9s,3k9s.cif.gz
4xao,4xao.cif.gz
4nz3,4nz3.cif.gz
2rkk,2rkk.cif.gz
4cp3,4cp3.cif.gz
3ex9,3ex9.cif.gz
5eri,5eri.cif.gz
4gh3,4gh3.cif.gz
5j9n,5j9n.cif.gz
5c8r,5c8r.cif.gz
5tpr,5tpr.cif.gz
2obt,2obt.cif.gz
1x9h,1x9h.cif.gz
1trg,1trg.cif.gz
4ck1,4ck1.cif.gz
5cow,5cow.cif.gz
4e88,4e88.cif.gz
3zii,3zii.cif.gz
5x1o,5x1o.cif.gz
1vqj,1vqj.cif.gz
4fuo,4fuo.cif.gz
6a80,6a80.cif.gz
2peb,2peb.cif.gz
4q1p,4q1p.cif.gz
3akj,3akj.cif.gz
1xk6,1xk6.cif.gz
5t55,5t55.cif.gz
1lt1,1lt1.cif.gz
2nrs,2nrs.cif.gz
1n5v,1n5v.cif.gz
4utk,4utk.cif.gz
2od4,2od4.cif.gz
2ovf,2ovf.cif.gz
3ek3,3ek3.cif.gz
3zy5,3zy5.cif.gz
2ipj,2ipj.cif.gz
4ce2,4ce2.cif.gz
3rh1,3rh1.cif.gz
2e6f,2e6f.cif.gz
3ssj,3ssj.cif.gz
4q0m,4q0m.cif.gz
6gnb,6gnb.cif.gz
2zse,2zse.cif.gz
1qyw,1qyw.cif.gz
4q8t,4q8t.cif.gz
3iso,3iso.cif.gz
3db7,3db7.cif.gz
2h90,2h90.cif.gz
1poc,1poc.cif.gz
4cwa,4cwa.cif.gz
3lws,3lws.cif.gz
2fbq,2fbq.cif.gz
4wub,4wub.cif.gz
5yok,5yok.cif.gz
4h7z,4h7z.cif.gz
2clp,2clp.cif.gz
4nfl,4nfl.cif.gz
3fkz,3fkz.cif.gz
6eo2,6eo2.cif.gz
2xch,2xch.cif.gz
1rgh,1rgh.cif.gz
4x5b,4x5b.cif.gz
3fpk,3fpk.cif.gz
5vj5,5vj5.cif.gz
1sos,1sos.cif.gz
5i2b,5i2b.cif.gz
4nuq,4nuq.cif.gz
1rei,1rei.cif.gz
2pbr,2pbr.cif.gz
5juc,5juc.cif.gz
2zky,2zky.cif.gz
4ye0,4ye0.cif.gz
6b3v,6b3v.cif.gz
1tok,1tok.cif.gz
2esr,2esr.cif.gz
1zii,1zii.cif.gz
2vvo,2vvo.cif.gz
3ot7,3ot7.cif.gz
3uey,3uey.cif.gz
3bq3,3bq3.cif.gz
3fh0,3fh0.cif.gz
2jfu,2jfu.cif.gz
3ez7,3ez7.cif.gz
3epw,3epw.cif.gz
2y1y,2y1y.cif.gz
3u4d,3u4d.cif.gz
3v0n,3v0n.cif.gz
2dd9,2dd9.cif.gz
4d4t,4d4t.cif.gz
1vsh,1vsh.cif.gz
1swv,1swv.cif.gz
4hf7,4hf7.cif.gz
3vvz,3vvz.cif.gz
5t3a,5t3a.cif.gz
6gbc,6gbc.cif.gz
5gue,5gue.cif.gz
6gb0,6gb0.cif.gz
2g40,2g40.cif.gz
1klz,1klz.cif.gz
1wc1,1wc1.cif.gz
4rgt,4rgt.cif.gz
3nor,3nor.cif.gz
4wx0,4wx0.cif.gz
1knw,1knw.cif.gz
1iux,1iux.cif.gz
3d3h,3d3h.cif.gz
1m76,1m76.cif.gz
1rq9,1rq9.cif.gz
3i0h,3i0h.cif.gz
3rac,3rac.cif.gz
2bx4,2bx4.cif.gz
1lrh,1lrh.cif.gz
2dql,2dql.cif.gz
3mo7,3mo7.cif.gz
5hxn,5hxn.cif.gz
4n9n,4n9n.cif.gz
5myi,5myi.cif.gz
1u3w,1u3w.cif.gz
2p4g,2p4g.cif.gz
2ga0,2ga0.cif.gz
4hoj,4hoj.cif.gz
2h2w,2h2w.cif.gz
3wzv,3wzv.cif.gz
2yi0,2yi0.cif.gz
5k8c,5k8c.cif.gz
3ffr,3ffr.cif.gz
3kgy,3kgy.cif.gz
1oq4,1oq4.cif.gz
2x52,2x52.cif.gz
2vf0,2vf0.cif.gz
3myp,3myp.cif.gz
5jt6,5jt6.cif.gz
6fan,6fan.cif.gz
2vfd,2vfd.cif.gz
6c7l,6c7l.cif.gz
5kvr,5kvr.cif.gz
1wl2,1wl2.cif.gz
4y0s,4y0s.cif.gz
2rk4,2rk4.cif.gz
4ldu,4ldu.cif.gz
4bvp,4bvp.cif.gz
5woq,5woq.cif.gz
5m79,5m79.cif.gz
2vxk,2vxk.cif.gz
1wxd,1wxd.cif.gz
2iiz,2iiz.cif.gz
3sa7,3sa7.cif.gz
5nz0,5nz0.cif.gz
4ijy,4ijy.cif.gz
5z5j,5z5j.cif.gz
3lmd,3lmd.cif.gz
3zvi,3zvi.cif.gz
5myn,5myn.cif.gz
3pdj,3pdj.cif.gz
1rkw,1rkw.cif.gz
5m8b,5m8b.cif.gz
3n0y,3n0y.cif.gz
1ssd,1ssd.cif.gz
1xer,1xer.cif.gz
2ek2,2ek2.cif.gz
2j7t,2j7t.cif.gz
2yk5,2yk5.cif.gz
3ish,3ish.cif.gz
2q2r,2q2r.cif.gz
3wui,3wui.cif.gz
5cfo,5cfo.cif.gz
3qff,3qff.cif.gz
4es3,4es3.cif.gz
4hs2,4hs2.cif.gz
3qoo,3qoo.cif.gz
5ftg,5ftg.cif.gz
1isu,1isu.cif.gz
2dsj,2dsj.cif.gz
3njh,3njh.cif.gz
3cwy,3cwy.cif.gz
4l56,4l56.cif.gz
1nkd,1nkd.cif.gz
6b64,6b64.cif.gz
4g9p,4g9p.cif.gz
1j32,1j32.cif.gz
4wjt,4wjt.cif.gz
1yr9,1yr9.cif.gz
5j8m,5j8m.cif.gz
3tjl,3tjl.cif.gz
3bw3,3bw3.cif.gz
3gwn,3gwn.cif.gz
2d63,2d63.cif.gz
3ikk,3ikk.cif.gz
2z9d,2z9d.cif.gz
5jcv,5jcv.cif.gz
3fj7,3fj7.cif.gz
5ip6,5ip6.cif.gz
1lhz,1lhz.cif.gz
3p8t,3p8t.cif.gz
3axt,3axt.cif.gz
2qfx,2qfx.cif.gz
1n2o,1n2o.cif.gz
4zmw,4zmw.cif.gz
1y2q,1y2q.cif.gz
2e2r,2e2r.cif.gz
2nmz,2nmz.cif.gz
5fuk,5fuk.cif.gz
4puh,4puh.cif.gz
2pm4,2pm4.cif.gz
4ncd,4ncd.cif.gz
6gb3,6gb3.cif.gz
5hxk,5hxk.cif.gz
1rg0,1rg0.cif.gz
3u6v,3u6v.cif.gz
3l7w,3l7w.cif.gz
3tce,3tce.cif.gz
2xws,2xws.cif.gz
1tsw,1tsw.cif.gz
2ed3,2ed3.cif.gz
4p6j,4p6j.cif.gz
1ozt,1ozt.cif.gz
3w8s,3w8s.cif.gz
1zki,1zki.cif.gz
4h30,4h30.cif.gz
2hgv,2hgv.cif.gz
1jer,1jer.cif.gz
3lb3,3lb3.cif.gz
3m1e,3m1e.cif.gz
5kqz,5kqz.cif.gz
3t32,3t32.cif.gz
4mpd,4mpd.cif.gz
1rzy,1rzy.cif.gz
3vln,3vln.cif.gz
4cup,4cup.cif.gz
6c5n,6c5n.cif.gz
1vjo,1vjo.cif.gz
4bkm,4bkm.cif.gz
4kv2,4kv2.cif.gz
3pbu,3pbu.cif.gz
5dgw,5dgw.cif.gz
4yzg,4yzg.cif.gz
4kdz,4kdz.cif.gz
5tnp,5tnp.cif.gz
3cbg,3cbg.cif.gz
5kpr,5kpr.cif.gz
1och,1och.cif.gz
3djv,3djv.cif.gz
4oie,4oie.cif.gz
2yob,2yob.cif.gz
3ndw,3ndw.cif.gz
3dvi,3dvi.cif.gz
5dh2,5dh2.cif.gz
2vxy,2vxy.cif.gz
4w8r,4w8r.cif.gz
2vgy,2vgy.cif.gz
5h4s,5h4s.cif.gz
6a1v,6a1v.cif.gz
3rmi,3rmi.cif.gz
3t3c,3t3c.cif.gz
1qw4,1qw4.cif.gz
3g9g,3g9g.cif.gz
1j49,1j49.cif.gz
6deb,6deb.cif.gz
2qvc,2qvc.cif.gz
1sqs,1sqs.cif.gz
1kzi,1kzi.cif.gz
3ex1,3ex1.cif.gz
1kmj,1kmj.cif.gz
6apt,6apt.cif.gz
3fdk,3fdk.cif.gz
5z97,5z97.cif.gz
4o4o,4o4o.cif.gz
2jfq,2jfq.cif.gz
2byz,2byz.cif.gz
5w4v,5w4v.cif.gz
4lh5,4lh5.cif.gz
3gmx,3gmx.cif.gz
1rfb,1rfb.cif.gz
3byx,3byx.cif.gz
3k86,3k86.cif.gz
3szn,3szn.cif.gz
2qlw,2qlw.cif.gz
4isk,4isk.cif.gz
3kwp,3kwp.cif.gz
1mqd,1mqd.cif.gz
3l68,3l68.cif.gz
5mwx,5mwx.cif.gz
2g1u,2g1u.cif.gz
3aio,3aio.cif.gz
1rpa,1rpa.cif.gz
4aw8,4aw8.cif.gz
4w8t,4w8t.cif.gz
4rpj,4rpj.cif.gz
5xo8,5xo8.cif.gz
3uw1,3uw1.cif.gz
2ycr,2ycr.cif.gz
3u15,3u15.cif.gz
6abl,6abl.cif.gz
4bsw,4bsw.cif.gz
3mki,3mki.cif.gz
4zah,4zah.cif.gz
3uev,3uev.cif.gz
2oko,2oko.cif.gz
1qr2,1qr2.cif.gz
2vcq,2vcq.cif.gz
5t57,5t57.cif.gz
1zil,1zil.cif.gz
5vh5,5vh5.cif.gz
4cig,4cig.cif.gz
4jxy,4jxy.cif.gz
2vkl,2vkl.cif.gz
2h2a,2h2a.cif.gz
4pt5,4pt5.cif.gz
3tfi,3tfi.cif.gz
3ua8,3ua8.cif.gz
4iuj,4iuj.cif.gz
1n3p,1n3p.cif.gz
6dvs,6dvs.cif.gz
1so2,1so2.cif.gz
3sg5,3sg5.cif.gz
4j5j,4j5j.cif.gz
5l8m,5l8m.cif.gz
3ggq,3ggq.cif.gz
3eyx,3eyx.cif.gz
3twp,3twp.cif.gz
5mha,5mha.cif.gz
4yml,4yml.cif.gz
3cxk,3cxk.cif.gz
3u1v,3u1v.cif.gz
1poe,1poe.cif.gz
1mau,1mau.cif.gz
4aja,4aja.cif.gz
4naa,4naa.cif.gz
5x89,5x89.cif.gz
5qk4,5qk4.cif.gz
1j55,1j55.cif.gz
5cbr,5cbr.cif.gz
2gd0,2gd0.cif.gz
1myw,1myw.cif.gz
5no5,5no5.cif.gz
1ylx,1ylx.cif.gz
3fw2,3fw2.cif.gz
4oml,4oml.cif.gz
3qvf,3qvf.cif.gz
4gyt,4gyt.cif.gz
2r37,2r37.cif.gz
4ph6,4ph6.cif.gz
3zqy,3zqy.cif.gz
3d3k,3d3k.cif.gz
1iyb,1iyb.cif.gz
5fi5,5fi5.cif.gz
3blf,3blf.cif.gz
5xro,5xro.cif.gz
2zm9,2zm9.cif.gz
1l4k,1l4k.cif.gz
1u3z,1u3z.cif.gz
4cs4,4cs4.cif.gz
4beq,4beq.cif.gz
4v26,4v26.cif.gz
3djx,3djx.cif.gz
3dnp,3dnp.cif.gz
5aq6,5aq6.cif.gz
1s9r,1s9r.cif.gz
2xb5,2xb5.cif.gz
4nji,4nji.cif.gz
4oci,4oci.cif.gz
1wgj,1wgj.cif.gz
3qun,3qun.cif.gz
5xz9,5xz9.cif.gz
3vwn,3vwn.cif.gz
3bjr,3bjr.cif.gz
5g6e,5g6e.cif.gz
3bdr,3bdr.cif.gz
3olo,3olo.cif.gz
4cnp,4cnp.cif.gz
2yde,2yde.cif.gz
3ih8,3ih8.cif.gz
2ako,2ako.cif.gz
2q9r,2q9r.cif.gz
3zps,3zps.cif.gz
5jlu,5jlu.cif.gz
4as9,4as9.cif.gz
3gmd,3gmd.cif.gz
5o7r,5o7r.cif.gz
4lc3,4lc3.cif.gz
5lpg,5lpg.cif.gz
4j4c,4j4c.cif.gz
1k96,1k96.cif.gz
4k8h,4k8h.cif.gz
3i1k,3i1k.cif.gz
5ue1,5ue1.cif.gz
3jpu,3jpu.cif.gz
2qmp,2qmp.cif.gz
3bkx,3bkx.cif.gz
3n9x,3n9x.cif.gz
2f42,2f42.cif.gz
2hoe,2hoe.cif.gz
5fhn,5fhn.cif.gz
2ypi,2ypi.cif.gz
2cya,2cya.cif.gz
5cwx,5cwx.cif.gz
5zyr,5zyr.cif.gz
2aoe,2aoe.cif.gz
1qpr,1qpr.cif.gz
2c1l,2c1l.cif.gz
2du8,2du8.cif.gz
1trm,1trm.cif.gz
5n5o,5n5o.cif.gz
1jyb,1jyb.cif.gz
1mzv,1mzv.cif.gz
2zsd,2zsd.cif.gz
1ilk,1ilk.cif.gz
4zib,4zib.cif.gz
3c32,3c32.cif.gz
4x5m,4x5m.cif.gz
3vw9,3vw9.cif.gz
5zg3,5zg3.cif.gz
6cv7,6cv7.cif.gz
3q3s,3q3s.cif.gz
2q50,2q50.cif.gz
1sus,1sus.cif.gz
4mf6,4mf6.cif.gz
3w2k,3w2k.cif.gz
5qhq,5qhq.cif.gz
1mer,1mer.cif.gz
5jd4,5jd4.cif.gz
4u7f,4u7f.cif.gz
4nk2,4nk2.cif.gz
6afb,6afb.cif.gz
2prx,2prx.cif.gz
2z0n,2z0n.cif.gz
3i0k,3i0k.cif.gz
2f81,2f81.cif.gz
4ls9,4ls9.cif.gz
5nyc,5nyc.cif.gz
1s4o,1s4o.cif.gz
6bii,6bii.cif.gz
2i7h,2i7h.cif.gz
1tm0,1tm0.cif.gz
1trd,1trd.cif.gz
1udb,1udb.cif.gz
4ng5,4ng5.cif.gz
1tpw,1tpw.cif.gz
4m0q,4m0q.cif.gz
4yt8,4yt8.cif.gz
5x9q,5x9q.cif.gz
5mip,5mip.cif.gz
3bcv,3bcv.cif.gz
3lbz,3lbz.cif.gz
2q4o,2q4o.cif.gz
3dyq,3dyq.cif.gz
5ueh,5ueh.cif.gz
1zt9,1zt9.cif.gz
3s91,3s91.cif.gz
3sms,3sms.cif.gz
4ugm,4ugm.cif.gz
1rkv,1rkv.cif.gz
3w7q,3w7q.cif.gz
6fpm,6fpm.cif.gz
2x0j,2x0j.cif.gz
2i3c,2i3c.cif.gz
1n7z,1n7z.cif.gz
1ub7,1ub7.cif.gz
5f6q,5f6q.cif.gz
3b1p,3b1p.cif.gz
2peq,2peq.cif.gz
3ckn,3ckn.cif.gz
2i0a,2i0a.cif.gz
6eig,6eig.cif.gz
2vrn,2vrn.cif.gz
1lsj,1lsj.cif.gz
5oa7,5oa7.cif.gz
3zcg,3zcg.cif.gz
5i03,5i03.cif.gz
5dxj,5dxj.cif.gz
6aad,6aad.cif.gz
5kcp,5kcp.cif.gz
5ywx,5ywx.cif.gz
2g04,2g04.cif.gz
5bry,5bry.cif.gz
5uib,5uib.cif.gz
3v1v,3v1v.cif.gz
5bto,5bto.cif.gz
3ff5,3ff5.cif.gz
4kjx,4kjx.cif.gz
2a35,2a35.cif.gz
1t4b,1t4b.cif.gz
3c2x,3c2x.cif.gz
2gau,2gau.cif.gz
6fy4,6fy4.cif.gz
1vqe,1vqe.cif.gz
2vmz,2vmz.cif.gz
4dem,4dem.cif.gz
2oqq,2oqq.cif.gz
1phz,1phz.cif.gz
4uoe,4uoe.cif.gz
4pds,4pds.cif.gz
2pn2,2pn2.cif.gz
3ioj,3ioj.cif.gz
4o57,4o57.cif.gz
5n20,5n20.cif.gz
1n3l,1n3l.cif.gz
3d0z,3d0z.cif.gz
3ojg,3ojg.cif.gz
1mp2,1mp2.cif.gz
1tuw,1tuw.cif.gz
4rna,4rna.cif.gz
3e25,3e25.cif.gz
2vug,2vug.cif.gz
3n49,3n49.cif.gz
3u2u,3u2u.cif.gz
3f51,3f51.cif.gz
4eb9,4eb9.cif.gz
3tj7,3tj7.cif.gz
2d7y,2d7y.cif.gz
3v77,3v77.cif.gz
4cpw,4cpw.cif.gz
1u05,1u05.cif.gz
3slb,3slb.cif.gz
2qce,2qce.cif.gz
4yqs,4yqs.cif.gz
1ues,1ues.cif.gz
3rpn,3rpn.cif.gz
1xto,1xto.cif.gz
2vfw,2vfw.cif.gz
4g2m,4g2m.cif.gz
4om8,4om8.cif.gz
5eup,5eup.cif.gz
